employee_id,company_id,first_name,last_name,country_code,contract_type,updated_at
72,39,James,Martinez,AU,contractor,2025-06-27 00:00:00
72,39,Noah,Anderson,US,contractor,2025-09-25 00:00:00
73,39,Noah,Brown,IN,contractor,2024-10-14 00:00:00
73,39,Ava,Anderson,BR,full-time,2025-01-12 00:00:00
73,39,James,Carter,IN,contractor,2025-04-12 00:00:00
73,39,James,Martinez,IN,full-time,2025-07-11 00:00:00
74,39,Sophia,Anderson,AU,contractor,2024-03-17 00:00:00
74,39,Ava,Carter,UK,full-time,2024-06-15 00:00:00
74,39,Ava,Johnson,IN,contractor,2024-09-13 00:00:00
74,39,Emma,Johnson,BR,full-time,2024-12-12 00:00:00
75,40,Charlotte,Harris,UK,contractor,2024-12-28 00:00:00
75,40,Olivia,Harris,AU,contractor,2025-03-28 00:00:00
75,40,Charlotte,Evans,AU,full-time,2025-06-26 00:00:00
75,40,Oliver,Walker,BR,full-time,2025-09-24 00:00:00
76,40,George,Taylor,IN,full-time,2024-05-12 00:00:00
76,40,Charlotte,Harris,UK,contractor,2024-08-10 00:00:00
76,40,Amelia,Harris,IN,contractor,2024-11-08 00:00:00
76,40,George,Harris,BR,full-time,2025-02-06 00:00:00
77,40,Olivia,Clark,AU,full-time,2024-08-28 00:00:00
77,40,Amelia,Taylor,AU,full-time,2024-11-26 00:00:00
78,41,James,Johnson,US,full-time,2024-07-14 00:00:00
78,41,Sophia,Davis,IN,contractor,2024-10-12 00:00:00
78,41,Noah,Johnson,UK,contractor,2025-01-10 00:00:00
78,41,Ava,Davis,US,contractor,2025-04-10 00:00:00
79,41,Sophia,Carter,US,full-time,2024-06-19 00:00:00
79,41,Emma,Carter,UK,full-time,2024-09-17 00:00:00
79,41,Noah,Davis,BR,full-time,2024-12-16 00:00:00
79,41,Sophia,Brown,BR,contractor,2025-03-16 00:00:00
80,41,Emma,Johnson,US,full-time,2024-07-25 00:00:00
80,41,Noah,Davis,IN,full-time,2024-10-23 00:00:00
80,41,James,Brown,UK,full-time,2025-01-21 00:00:00
81,42,Chloe,King,UK,contractor,2024-01-03 00:00:00
81,42,Ethan,King,US,contractor,2024-04-02 00:00:00
81,42,William,Brown,IN,full-time,2024-07-01 00:00:00
81,42,Thomas,White,IN,contractor,2024-09-29 00:00:00
82,42,William,Brown,AU,contractor,2024-08-21 00:00:00
82,42,Isabella,Taylor,UK,contractor,2024-11-19 00:00:00
82,42,Isabella,Wilson,UK,full-time,2025-02-17 00:00:00
82,42,Isabella,White,UK,full-time,2025-05-18 00:00:00
83,42,Chloe,White,AU,full-time,2024-03-08 00:00:00
83,42,Thomas,Wilson,US,contractor,2024-06-06 00:00:00
84,43,Rahul,Singh,AU,full-time,2024-05-10 00:00:00
84,43,Aarav,Singh,US,full-time,2024-08-08 00:00:00
84,43,Aarav,Singh,BR,contractor,2024-11-06 00:00:00
84,43,Priya,Singh,AU,contractor,2025-02-04 00:00:00
85,43,Ananya,Gupta,US,contractor,2024-08-30 00:00:00
85,43,Priya,Kumar,US,contractor,2024-11-28 00:00:00
85,43,Rahul,Verma,UK,contractor,2025-02-26 00:00:00
85,43,Vikram,Verma,AU,full-time,2025-05-27 00:00:00
86,43,Vikram,Patel,UK,full-time,2024-05-24 00:00:00
86,43,Arjun,Verma,UK,contractor,2024-08-22 00:00:00
87,44,Sophia,Anderson,AU,contractor,2024-07-28 00:00:00
87,44,Sophia,Martinez,BR,contractor,2024-10-26 00:00:00
87,44,Sophia,Anderson,US,full-time,2025-01-24 00:00:00
88,44,Ava,Johnson,UK,full-time,2024-02-26 00:00:00
88,44,Noah,Anderson,US,contractor,2024-05-26 00:00:00
88,44,Ava,Davis,BR,contractor,2024-08-24 00:00:00
88,44,James,Johnson,US,full-time,2024-11-22 00:00:00
89,44,James,Carter,IN,contractor,2024-03-30 00:00:00
89,44,Ava,Anderson,US,full-time,2024-06-28 00:00:00
90,45,Aarav,Gupta,IN,contractor,2024-03-11 00:00:00
90,45,Priya,Verma,IN,full-time,2024-06-09 00:00:00
90,45,Arjun,Sharma,UK,full-time,2024-09-07 00:00:00
90,45,Priya,Patel,BR,contractor,2024-12-06 00:00:00
91,46,Sofia,Ferreira,UK,full-time,2024-12-19 00:00:00
91,46,Isabela,Ferreira,US,full-time,2025-03-19 00:00:00
91,46,Gabriel,Cruz,AU,contractor,2025-06-17 00:00:00
92,46,Sofia,Santos,AU,contractor,2024-10-18 00:00:00
92,46,Lucas,Almeida,US,full-time,2025-01-16 00:00:00
92,46,Sofia,Cruz,US,contractor,2025-04-16 00:00:00
92,46,Sofia,Oliveira,US,contractor,2025-07-15 00:00:00
93,47,Ava,Martinez,AU,full-time,2024-06-09 00:00:00
93,47,Ava,Carter,AU,full-time,2024-09-07 00:00:00
94,47,Ava,Davis,BR,contractor,2024-08-09 00:00:00
94,47,Ava,Martinez,BR,full-time,2024-11-07 00:00:00
94,47,Noah,Brown,US,full-time,2025-02-05 00:00:00
94,47,Ava,Davis,AU,contractor,2025-05-06 00:00:00
95,47,Michael,Johnson,IN,full-time,2024-09-10 00:00:00
95,47,James,Carter,US,full-time,2024-12-09 00:00:00
96,48,Amelia,Taylor,US,contractor,2024-11-25 00:00:00
96,48,Amelia,Clark,BR,full-time,2025-02-23 00:00:00
96,48,Amelia,Lewis,IN,full-time,2025-05-24 00:00:00
97,48,Olivia,Walker,US,contractor,2024-09-11 00:00:00
97,48,Amelia,Walker,AU,full-time,2024-12-10 00:00:00
97,48,Henry,Clark,AU,contractor,2025-03-10 00:00:00
97,48,George,Clark,UK,contractor,2025-06-08 00:00:00
98,48,Henry,Taylor,BR,contractor,2024-06-23 00:00:00
98,48,George,Clark,AU,contractor,2024-09-21 00:00:00
98,48,Olivia,Evans,IN,contractor,2024-12-20 00:00:00
99,49,Ananya,Singh,IN,contractor,2024-02-19 00:00:00
99,49,Aarav,Sharma,AU,contractor,2024-05-19 00:00:00
99,49,Aarav,Singh,US,full-time,2024-08-17 00:00:00
99,49,Priya,Gupta,BR,full-time,2024-11-15 00:00:00
100,50,Charlotte,Walker,BR,full-time,2024-11-08 00:00:00
100,50,Amelia,Taylor,IN,full-time,2025-02-06 00:00:00
101,50,Olivia,Evans,AU,full-time,2024-07-31 00:00:00
101,50,Amelia,Lewis,AU,full-time,2024-10-29 00:00:00
102,51,Olivia,Walker,AU,contractor,2024-01-03 00:00:00
102,51,George,Lewis,AU,full-time,2024-04-02 00:00:00
102,51,Olivia,Clark,UK,full-time,2024-07-01 00:00:00
102,51,Henry,Lewis,AU,contractor,2024-09-29 00:00:00
103,51,Amelia,Clark,UK,contractor,2024-09-15 00:00:00
103,51,Amelia,Harris,IN,contractor,2024-12-14 00:00:00
103,51,Charlotte,Taylor,BR,contractor,2025-03-14 00:00:00
104,52,Ava,Martinez,AU,full-time,2024-10-07 00:00:00
104,52,Sophia,Davis,AU,contractor,2025-01-05 00:00:00
104,52,Ava,Carter,UK,full-time,2025-04-05 00:00:00
105,52,Ava,Martinez,IN,full-time,2024-09-14 00:00:00
105,52,James,Brown,BR,contractor,2024-12-13 00:00:00
105,52,Ava,Martinez,AU,contractor,2025-03-13 00:00:00
105,52,Emma,Anderson,AU,full-time,2025-06-11 00:00:00
106,52,Sophia,Anderson,US,full-time,2024-01-13 00:00:00
106,52,James,Davis,IN,contractor,2024-04-12 00:00:00
106,52,Sophia,Anderson,IN,full-time,2024-07-11 00:00:00
107,53,Sofia,Oliveira,AU,full-time,2024-01-17 00:00:00
107,53,Julia,Ferreira,AU,contractor,2024-04-16 00:00:00
107,53,Isabela,Almeida,IN,full-time,2024-07-15 00:00:00
108,53,Sofia,Ferreira,IN,full-time,2024-07-14 00:00:00
108,53,Gabriel,Ferreira,IN,full-time,2024-10-12 00:00:00
108,53,Mateus,Cruz,UK,contractor,2025-01-10 00:00:00
109,53,Julia,Almeida,UK,full-time,2024-10-28 00:00:00
109,53,Lucas,Cruz,UK,full-time,2025-01-26 00:00:00
109,53,Isabela,Santos,AU,full-time,2025-04-26 00:00:00
109,53,Sofia,Oliveira,BR,contractor,2025-07-25 00:00:00
110,54,Ananya,Verma,IN,full-time,2024-05-15 00:00:00
110,54,Arjun,Patel,UK,full-time,2024-08-13 00:00:00
111,54,Rahul,Singh,AU,contractor,2024-03-19 00:00:00
111,54,Priya,Verma,AU,contractor,2024-06-17 00:00:00
111,54,Vikram,Kumar,IN,full-time,2024-09-15 00:00:00
112,54,Vikram,Verma,UK,contractor,2024-04-04 00:00:00
112,54,Rahul,Verma,BR,full-time,2024-07-03 00:00:00
112,54,Arjun,Gupta,UK,contractor,2024-10-01 00:00:00
112,54,Arjun,Sharma,IN,full-time,2024-12-30 00:00:00
113,55,Noah,Martinez,US,full-time,2024-09-28 00:00:00
113,55,Ava,Carter,BR,full-time,2024-12-27 00:00:00
113,55,Ava,Brown,AU,full-time,2025-03-27 00:00:00
114,55,James,Johnson,US,contractor,2024-01-21 00:00:00
114,55,James,Brown,IN,full-time,2024-04-20 00:00:00
114,55,Noah,Carter,AU,contractor,2024-07-19 00:00:00
114,55,Emma,Anderson,IN,full-time,2024-10-17 00:00:00
115,55,Michael,Anderson,UK,full-time,2024-06-13 00:00:00
115,55,Ava,Anderson,UK,full-time,2024-09-11 00:00:00
115,55,Ava,Johnson,US,full-time,2024-12-10 00:00:00
115,55,Noah,Martinez,BR,full-time,2025-03-10 00:00:00
116,56,Michael,Johnson,IN,full-time,2024-12-17 00:00:00
116,56,Michael,Anderson,US,full-time,2025-03-17 00:00:00
117,56,Michael,Brown,UK,contractor,2024-05-08 00:00:00
117,56,Emma,Johnson,BR,contractor,2024-08-06 00:00:00
117,56,Emma,Carter,US,contractor,2024-11-04 00:00:00
117,56,Ava,Anderson,AU,full-time,2025-02-02 00:00:00
118,56,Noah,Anderson,AU,full-time,2024-11-24 00:00:00
118,56,Ava,Anderson,IN,full-time,2025-02-22 00:00:00
118,56,James,Martinez,IN,full-time,2025-05-23 00:00:00
118,56,James,Johnson,BR,contractor,2025-08-21 00:00:00
119,57,Sophia,Brown,UK,full-time,2024-01-16 00:00:00
119,57,Ava,Johnson,AU,contractor,2024-04-15 00:00:00
119,57,Ava,Davis,IN,contractor,2024-07-14 00:00:00
120,57,Noah,Davis,US,full-time,2024-01-06 00:00:00
120,57,Michael,Brown,AU,contractor,2024-04-05 00:00:00
120,57,Noah,Brown,US,contractor,2024-07-04 00:00:00
120,57,Sophia,Martinez,IN,full-time,2024-10-02 00:00:00
121,57,Noah,Davis,UK,full-time,2024-07-30 00:00:00
121,57,Sophia,Brown,IN,full-time,2024-10-28 00:00:00
121,57,Michael,Davis,AU,full-time,2025-01-26 00:00:00
121,57,Noah,Johnson,AU,full-time,2025-04-26 00:00:00
122,58,Oliver,Walker,UK,contractor,2024-12-09 00:00:00
122,58,Oliver,Harris,UK,full-time,2025-03-09 00:00:00
123,58,George,Walker,UK,contractor,2024-02-21 00:00:00
123,58,Amelia,Lewis,IN,contractor,2024-05-21 00:00:00
123,58,Olivia,Clark,UK,contractor,2024-08-19 00:00:00
124,59,Henry,Harris,UK,full-time,2024-08-07 00:00:00
124,59,Olivia,Evans,BR,contractor,2024-11-05 00:00:00
125,59,Olivia,Evans,IN,contractor,2024-07-03 00:00:00
125,59,Amelia,Lewis,IN,contractor,2024-10-01 00:00:00
126,60,Olivia,Taylor,AU,full-time,2024-10-09 00:00:00
126,60,Ethan,King,AU,full-time,2025-01-07 00:00:00
127,60,Chloe,White,US,full-time,2024-05-14 00:00:00
127,60,William,Taylor,US,contractor,2024-08-12 00:00:00
127,60,William,King,US,contractor,2024-11-10 00:00:00
127,60,William,Brown,BR,full-time,2025-02-08 00:00:00
128,61,William,Taylor,IN,full-time,2024-07-19 00:00:00
128,61,Isabella,Brown,AU,full-time,2024-10-17 00:00:00
129,61,William,White,UK,full-time,2024-07-22 00:00:00
129,61,William,King,BR,full-time,2024-10-20 00:00:00
129,61,Olivia,Brown,AU,full-time,2025-01-18 00:00:00
130,62,Gabriel,Santos,BR,full-time,2024-09-04 00:00:00
130,62,Gabriel,Silva,IN,full-time,2024-12-03 00:00:00
130,62,Gabriel,Ferreira,UK,contractor,2025-03-03 00:00:00
131,62,Sofia,Oliveira,US,contractor,2024-07-17 00:00:00
131,62,Gabriel,Ferreira,AU,contractor,2024-10-15 00:00:00
131,62,Julia,Silva,AU,full-time,2025-01-13 00:00:00
132,62,Sofia,Silva,AU,full-time,2024-07-11 00:00:00
132,62,Mateus,Silva,BR,full-time,2024-10-09 00:00:00
132,62,Mateus,Cruz,IN,contractor,2025-01-07 00:00:00
132,62,Sofia,Cruz,AU,full-time,2025-04-07 00:00:00
133,63,Olivia,King,US,contractor,2024-03-12 00:00:00
133,63,Olivia,King,UK,full-time,2024-06-10 00:00:00
133,63,Ethan,Brown,US,full-time,2024-09-08 00:00:00
134,63,Chloe,White,BR,contractor,2024-07-31 00:00:00
134,63,Isabella,King,AU,full-time,2024-10-29 00:00:00
134,63,Chloe,Harris,US,full-time,2025-01-27 00:00:00
135,63,William,Brown,UK,full-time,2024-01-23 00:00:00
135,63,Chloe,Brown,US,full-time,2024-04-22 00:00:00
136,64,Charlotte,Clark,BR,full-time,2024-03-26 00:00:00
136,64,Olivia,Evans,IN,full-time,2024-06-24 00:00:00
136,64,Charlotte,Lewis,AU,contractor,2024-09-22 00:00:00
137,65,Priya,Verma,UK,full-time,2024-03-28 00:00:00
